"PlanID","ProductID","Description","Platform","Label"
"375","20376","$50k - 1-Step Nitro Pro - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - MetaTrader 5"
"376","20375","$100k - 1-Step Nitro Pro - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - MetaTrader 5"
"377","0","$5K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"378","0","$10K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"379","0","$25K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"380","0","$50K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"381","0","$100K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"382","0","$200K - Speed - P2 - MetaTrader 5","MetaTrader5","2-Step Speed P2 - MetaTrader 5"
"383","0","$5K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"384","0","$10K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"385","0","$25K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"386","0","$50K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"387","0","$100K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"388","0","$200K - Standard - P2 - MetaTrader 5","MetaTrader5","2-Step Standard P2 - MetaTrader 5"
"389","0","$5K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded -MetaTrader 5"
"390","0","$10K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded - MetaTrader 5"
"391","0","$25K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded - MetaTrader 5"
"392","0","$50K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded - MetaTrader 5"
"393","0","$100K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded - MetaTrader 5"
"394","0","$200K - Speed - Funded - MetaTrader 5","MetaTrader5","2-Step Speed Funded - MetaTrader 5"
"395","0","$5K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"396","0","$10K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"397","0","$25K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"398","0","$50K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"399","0","$100K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"400","0","$200K - Standard - Funded - MetaTrader 5","MetaTrader5","2-Step Standard Funded - MetaTrader 5"
"401","0","$5K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"402","0","$10K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"403","0","$25K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"404","0","$50K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"405","0","$100K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"406","0","$200K - Nitro - Funded - MetaTrader 5","MetaTrader5","1-Step Nitro - Funded - MetaTrader 5"
"408","20397","$5k - Instant Funded - MetaTrader 5","MetaTrader5","Instant Funded - MetaTrader 5"
"409","20396","$10k - Instant Funded - MetaTrader 5","MetaTrader5","Instant Funded - MetaTrader 5"
"410","20395","$25k - Instant Funded - MetaTrader 5","MetaTrader5","Instant Funded - MetaTrader 5"
"411","20394","$50k - Instant Funded - MetaTrader 5","MetaTrader5","Instant Funded - MetaTrader 5"
"412","20393","$100k - Instant Funded - MetaTrader 5","MetaTrader5","Instant Funded - MetaTrader 5"
"413","20402","$5k - Instant Funded Pro - MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"414","20401","$10k - Instant Funded Pro - MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"415","20400","$25k - Instant Funded Pro - MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"416","20399","$50k - Instant Funded Pro - MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"417","20398","$100k - Instant Funded Pro -MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"418","0","$200k - Instant Funded Pro - MetaTrader 5","MetaTrader5","Instant Funded Pro - MetaTrader 5"
"419","0","$5k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"420","0","$10k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"421","0","$25k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"422","0","$50k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"423","0","$100k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"424","26829","$200k - 1-Step Nitro Pro - cTrader","CTrader","1-Step Nitro Pro "
"425","0","$200k - 1-Step Nitro Pro Funded - cTrader","CTrader","1-Step Nitro Pro - Funded"
"426","26830","$200k - 1-Step Nitro Pro - Match","MatchTrader","1-Step Nitro Pro "
"427","0","$200k - 1-Step Nitro Pro Funded - Match","MatchTrader","1-Step Nitro Pro - Funded"
"428","26832","$200k - 1-Step Nitro Pro - TL","TradeLocker","1-Step Nitro Pro - TL"
"429","0","$200k - 1-Step Nitro Pro Funded - TL","TradeLocker","1-Step Nitro Pro - Funded - TL"
"430","26831","$200k - 1-Step Nitro Pro - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - MetaTrader 5"
"431","0","$200k - 1-Step Nitro Pro Funded - MetaTrader 5","MetaTrader5","1-Step Nitro Pro - Funded - MetaTrader 5"
"433","0","$25k - 1 Step Nitro X - Funded - MetaTrader 5 ","MetaTrader5","$25k - 1 Step Nitro X - Funded - MetaTrader 5 "
"434","0","$50k - 1 Step Nitro X - Funded - MetaTrader 5 ","MetaTrader5","$50k - 1 Step Nitro X - Funded - MetaTrader 5 "
"435","0","$100k - 1 Step Nitro X - Funded - MetaTrader 5 ","MetaTrader5","$100k - 1 Step Nitro X - Funded - MetaTrader 5 "
"436","0","$150k - 1 Step Nitro X - Funded - MetaTrader 5 ","MetaTrader5","$150k - 1 Step Nitro X - Funded - MetaTrader 5 "
"437","70770","$25k - 1 Step Nitro X - P1 - MetaTrader 5","MetaTrader5","$25k - 1 Step Nitro X - P1 - MetaTrader 5"
"438","70774","$50k - 1 Step Nitro X - P1 - MetaTrader 5","MetaTrader5","$50k - 1 Step Nitro X - P1 - MetaTrader 5"
"439","70779","$100k - 1 Step Nitro X - P1 - MetaTrader 5","MetaTrader5","$100k - 1 Step Nitro X - P1 - MetaTrader 5"
"440","70783","$150k - 1 Step Nitro X - P1 - MetaTrader 5","MetaTrader5","$150k - 1 Step Nitro X - P1 - MetaTrader 5"
"441","0","$25k - 1 Step Nitro X - Funded - cTrader","CTrader","$25k - 1 Step Nitro X - Funded - cTrader"
"442","0","$50k - 1 Step Nitro X - Funded - cTrader","CTrader","$50k - 1 Step Nitro X - Funded - cTrader"
"443","0","$100k - 1 Step Nitro X - Funded - cTrader","CTrader","$100k - 1 Step Nitro X - Funded - cTrader"
"444","0","$150k - 1 Step Nitro X - Funded - cTrader","CTrader","$150k - 1 Step Nitro X - Funded - cTrader"
"445","70768","$25k - 1 Step Nitro X - P1 - cTrader","CTrader","$25k - 1 Step Nitro X - P1 - cTrader"
"446","70772","$50k - 1 Step Nitro X - P1 - cTrader","CTrader","$50k - 1 Step Nitro X - P1 - cTrader"
"447","70777","$100k - 1 Step Nitro X - P1 - cTrader","CTrader","$100k - 1 Step Nitro X - P1 - cTrader"
"448","70781","$150k - 1 Step Nitro X - P1 - cTrader","CTrader","$150k - 1 Step Nitro X - P1 - cTrader"
"449","0","$25k - 1 Step Nitro X - Funded - MatchTrader","MatchTrader","$25k - 1 Step Nitro X - Funded - MatchTrader"
"450","0","$50k - 1 Step Nitro X - Funded - MatchTrader","MatchTrader","$50k - 1 Step Nitro X - Funded - MatchTrader"
"451","0","$100k - 1 Step Nitro X - Funded - MatchTrader","MatchTrader","$100k - 1 Step Nitro X - Funded - MatchTrader"
"452","0","$150k - 1 Step Nitro X - Funded - MatchTrader","MatchTrader","$150k - 1 Step Nitro X - Funded - MatchTrader"
"453","70769","$25k - 1 Step Nitro X - P1 - MatchTrader","MatchTrader","$25k - 1 Step Nitro X - P1 - MatchTrader"
"454","70773","$50k - 1 Step Nitro X - P1 - MatchTrader","MatchTrader","$50k - 1 Step Nitro X - P1 - MatchTrader"
"455","70778","$100k - 1 Step Nitro X - P1 - MatchTrader","MatchTrader","$100k - 1 Step Nitro X - P1 - MatchTrader"
"456","70782","$150k - 1 Step Nitro X - P1 - MatchTrader","MatchTrader","$150k - 1 Step Nitro X - P1 - MatchTrader"
"457","0","$25k - 1 Step Nitro X - Funded - TradeLocker","TradeLocker","$25k - 1 Step Nitro X - Funded - TradeLocker"
"458","0","$50k - 1 Step Nitro X - Funded - TradeLocker","TradeLocker","$50k - 1 Step Nitro X - Funded - TradeLocker"
"459","0","$100k - 1 Step Nitro X - Funded - TradeLocker","TradeLocker","$100k - 1 Step Nitro X - Funded - TradeLocker"
"460","0","$150k - 1 Step Nitro X - Funded - TradeLocker","TradeLocker","$150k - 1 Step Nitro X - Funded - TradeLocker"
"461","70771","$25k - 1 Step Nitro X - P1 - TradeLocker","TradeLocker","$25k - 1 Step Nitro X - P1 - TradeLocker"
"462","70776","$50k - 1 Step Nitro X - P1 - TradeLocker","TradeLocker","$50k - 1 Step Nitro X - P1 - TradeLocker"
"463","70780","$100k - 1 Step Nitro X - P1 - TradeLocker","TradeLocker","$100k - 1 Step Nitro X - P1 - TradeLocker"
"464","70784","$150k - 1- Step Nitro X - P1 - Trade Locker","TradeLocker","$150k - 1- Step Nitro X - P1 - Trade Locker"
"465","0","FTM New MT5 - $10K","MetaTrader5","FTM New MT5 - $10K"
"466","0","Default $10K Platform 5 - copy","MetaTrader5","Default $10K Platform 5 - copy"
"469","0","DXFeed/Volumetrica $15K Demo","DXFeed","DXFeed/Volumetrica $15K Demo"
"472","77252","$5K - Instant Funding Plus - C-Trader","CTrader","Instant Funding Plus - C-Trader"
"473","77261","$25K - Instant Funding Plus - C-Trader","CTrader","Instant Funding Plus - C-Trader"
"474","77266","$50K - Instant Funding Plus - C-Trader","CTrader","Instant Funding Plus - C-Trader"
"475","77270","$100K - Instant Funding Plus - C-Trader","CTrader","Instant Funding Plus - C-Trader"
"476","77256","$10K - Instant Funding Plus - C-Trader","CTrader","Instant Funding Plus - C-Trader"
"477","77255","$5K - Instant Funding Plus - TL","TradeLocker","Instant Funding Plus -TL"
"478","77265","$25K - Instant Funding Plus - TL","TradeLocker","Instant Funding Plus - TL"
"479","77269","$50K - Instant Funding Plus - TL","TradeLocker","Instant Funding Plus - TL"
"480","77273","$100K - Instant Funding Plus -TL","TradeLocker","Instant Funding Plus - TL"
"481","77259","$10K - Instant Funding Plus - TL","TradeLocker","Instant Funding Plus - TL"
"482","77254","$5K - Instant Funding Plus - MetaTrader 5","MetaTrader5","Instant Funding Plus - MetaTrader 5"
"483","77258","$10K - Instant Funding Plus - MetaTrader 5","MetaTrader5","Instant Funding Plus - MetaTrader 5"
"484","77264","$25K - Instant Funding Plus - MetaTrader 5","MetaTrader5","Instant Funding Plus - MetaTrader 5"
"485","77268","$50K - Instant Funding Plus - MetaTrader 5","MetaTrader5","Instant Funding Plus - MetaTrader 5"
"486","77272","$100K - Instant Funding Plus - MetaTrader 5","MetaTrader5","Instant Funding Plus - MetaTrader 5"
"487","77253","$5K - Instant Funding Plus - Match","MatchTrader","Instant Funding Plus - Match"
"488","77257","$10K - Instant Funding Plus - Match","MatchTrader","Instant Funding Plus - Match"
"489","77263","$25K - Instant Funding Plus - Match","MatchTrader","Instant Funding Plus - Match"
"490","77267","$50K - Instant Funding Plus - Match","MatchTrader","Instant Funding Plus - Match"
"491","77271","$100K - Instant Funding Plus - Match","MatchTrader","Instant Funding Plus - Match"
"492","0","$100K - 2 Step Plus  - Match ","MatchTrader","2 Step Plus - Funded - Match"
"493","72512","$5K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"494","72516","$10K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"495","72520","$25K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"496","72527","$50K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"497","72531","$100K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"498","78981","$200K - 2-Step Plus - P1 - C-Trader","CTrader","2-Step Plus P1 - C-Trader"
"499","0","$5K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"500","0","$10K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"501","0","$25K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"502","0","$50K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"503","0","$100K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"504","0","$200K - 2-Step Plus - P2 - C-Trader","CTrader","2-Step Plus P2 - C-Trader"
"505","0","$5K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"506","0","$10K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"507","0","$25K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"508","0","$50K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"509","0","$100K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"510","0","$200K - 2-Step Plus - Funded - C-Trader","CTrader","2-Step Plus Funded - C-Trader"
"511","72513","$5K - 2-Step Plus - P1 - Match","MatchTrader","2-Step Plus P1 - Match"
"512","72517","$10K - 2-Step Plus - P1 - Match","MatchTrader","2-Step Plus P1 - Match"
